Branch;ID;ParentID;Round;Card;Opponent;Select;Conf;PM;P0;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;P15;P16;P17;P18;P19;P20;P21;P22;P23;P24;P25;P26
0;400068;387885;5;9;1;0;0.01026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.267057;0.105263;0.107212;0.153996;0.132554;0.0808967;0.0779727;0.0380117;0.0155945;0.0136452;0.00487329;0.000974659;0.000974659;0
0;400072;387885;5;22;1;0;0.01052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.143536;0.189163;0.104563;0.120722;0.140684;0.102662;0.0788973;0.0627376;0.0342205;0.013308;0.00570342;0.00190114;0.00095057;0
0;400076;387885;5;46;1;0;0.01074;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0949721;0.143389;0.132216;0.128492;0.175047;0.100559;0.08473;0.0726257;0.0363128;0.0158287;0.0130354;0.000931099;0.000931099;0
0;400080;387885;5;38;1;0;0.01047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.191977;0.164279;0.0754537;0.116523;0.145177;0.122254;0.0821394;0.0506208;0.0286533;0.0133715;0.00668577;0.00191022;0;0
0;400084;387885;5;27;1;0;0.01043;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.167785;0.186961;0.0872483;0.132311;0.159156;0.0814957;0.0805369;0.0604027;0.0239693;0.00862896;0.00671141;0.00383509;0;0
0;400088;387885;5;51;1;0;0.01116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.106631;0.112007;0.106631;0.0913979;0.146953;0.0967742;0.103943;0.101254;0.0681004;0.0403226;0.0170251;0.0062724;0.00179211;0
0;400092;387885;5;34;1;0;0.01046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17304;0.174952;0.0917782;0.126195;0.154876;0.0984704;0.0726577;0.0525813;0.0248566;0.0191205;0.0105163;0;0;0
0;400096;387885;5;45;1;0;0.01075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0967442;0.15814;0.131163;0.115349;0.166512;0.106047;0.0883721;0.0604651;0.0381395;0.0204651;0.00930233;0.0055814;0.0027907;0
0;400100;387885;5;19;1;0;0.01052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.157795;0.143536;0.121673;0.119772;0.161597;0.113118;0.0703422;0.0589354;0.0304183;0.0123574;0.00855513;0.00095057;0;0
0;400104;387885;5;40;1;0;0.01054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.109108;0.175522;0.152751;0.109108;0.162239;0.103416;0.0759013;0.0645161;0.0265655;0.0132827;0.00474383;0.00189753;0;0
0;400184;400028;5;46;1;0;0.00048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0416667;0.1875;0.0416667;0.0833333;0.270833;0.0833333;0.104167;0.0833333;0.0416667;0.0416667;0;0;0;0
0;400243;400028;5;51;1;0;0.00048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.145833;0.125;0.104167;0.208333;0.0625;0.0625;0.1875;0.0625;0.0208333;0;0;0;0
0;400349;400028;5;9;1;0;0.00047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.361702;0.0638298;0.148936;0.0851064;0.0638298;0.12766;0.0638298;0;0.0425532;0.0212766;0;0;0;0
0;400446;400028;5;33;1;0;0.00047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12766;0.170213;0.0425532;0.148936;0.148936;0.0425532;0.106383;0.12766;0.0425532;0;0;0.0212766;0;0
0;400516;400028;5;40;1;0;0.00047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.212766;0.191489;0.0638298;0.170213;0.0851064;0.12766;0.0638298;0.0425532;0;0.0212766;0;0;0
0;400615;400028;5;2;1;1;0.00047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.234043;0.12766;0.148936;0.148936;0.170213;0.0638298;0.0212766;0.0425532;0.0212766;0;0;0;0;0
0;400715;400028;5;38;1;0;0.00047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.148936;0.255319;0.106383;0.0425532;0.170213;0.106383;0.0425532;0.0212766;0.0425532;0.0425532;0;0;0;0
0;400798;400028;5;45;1;0;0.00048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0208333;0.1875;0.25;0.0208333;0.125;0.0833333;0.125;0.0833333;0.0416667;0.0416667;0;0;0;0
0;400900;400028;5;49;1;0;0.00048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.125;0.145833;0.0416667;0.0833333;0.104167;0.104167;0.145833;0.104167;0.0208333;0.0416667;0.0625;0;0
0;400985;400028;5;14;1;0;0.00047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.170213;0.170213;0.148936;0.106383;0.148936;0.0851064;0.0425532;0.0638298;0.0425532;0;0;0;0;0
0;401089;400028;5;37;1;0;0.00047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.170213;0.148936;0.12766;0.12766;0.106383;0.170213;0.0212766;0.0638298;0.0425532;0;0;0;0;0
0;401198;400028;5;13;1;0;0.00047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.191489;0.191489;0.0851064;0.148936;0.170213;0.0638298;0.0638298;0.0425532;0.0212766;0;0;0;0;0
0;401289;400028;5;27;1;0;0.00047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.170213;0.148936;0.12766;0.106383;0.148936;0.0425532;0.106383;0.0851064;0.0425532;0;0;0;0;0
0;401390;400028;5;44;1;0;0.00048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166667;0.104167;0.0416667;0.0833333;0.270833;0.0833333;0.0625;0.145833;0.0208333;0;0;0;0
0;401475;400028;5;15;1;0;0.00047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.212766;0.382979;0.0638298;0.0638298;0.12766;0.0425532;0.0425532;0.0212766;0;0.0212766;0;0;0;0
0;401582;400028;5;20;1;0;0.00047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.191489;0.191489;0.12766;0.0851064;0.0638298;0;0.106383;0.0851064;0.0638298;0.0212766;0.0212766;0.0212766;0;0
0;401685;400028;5;34;1;0;0.00047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.191489;0.276596;0.106383;0.170213;0.0638298;0.0851064;0.0212766;0.0212766;0.0425532;0;0;0;0;0
0;401771;400028;5;21;1;0;0.00047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.148936;0.0638298;0.12766;0.12766;0.148936;0.0425532;0.106383;0.170213;0.0425532;0;0;0;0;0
0;401846;400028;5;42;1;0;0.00047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.191489;0.255319;0.0851064;0.12766;0.0851064;0.148936;0.0638298;0.0212766;0;0;0;0;0
0;401937;400028;5;19;1;0;0.00047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.148936;0.12766;0.0638298;0.106383;0.191489;0.106383;0.0425532;0.106383;0.0425532;0;0.0212766;0.0212766;0;0
0;402039;400028;5;39;1;0;0.00047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0212766;0.234043;0.148936;0.0425532;0.191489;0.148936;0.0425532;0.106383;0.0212766;0.0212766;0;0;0;0
0;402131;400028;5;50;1;0;0.00048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0208333;0.166667;0.104167;0.0625;0.1875;0.125;0.0833333;0.145833;0.0416667;0.0416667;0;0;0;0
0;402227;400028;5;22;1;0;0.00047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.148936;0.106383;0.0851064;0.12766;0.255319;0.0425532;0.106383;0.0851064;0.0212766;0;0;0;0;0
0;403377;400615;5;44;1;0;3e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333;0.333333;0;0;0;0;0;0;0;0;0;0;0
0;405955;400615;5;40;1;0;3e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.666667;0;0;0;0;0;0;0;0;0;0
0;408267;400615;5;19;1;0;3e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333;0;0.333333;0;0;0;0;0;0;0;0;0;0;0
0;410664;400615;5;33;1;0;3e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333;0;0;0;0;0.333333;0;0;0;0;0;0;0;0
0;413083;400615;5;14;1;0;3e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333;0;0;0.333333;0;0;0;0;0;0;0;0;0;0
0;415268;400615;5;21;1;0;3e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333;0;0;0;0;0;0;0;0.333333;0;0;0;0;0
0;417724;400615;5;34;1;0;3e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333;0.333333;0;0;0;0;0;0;0;0
0;419765;400615;5;49;1;0;4e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0.5;0;0;0;0;0;0
0;421689;400615;5;50;1;0;3e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333;0;0;0.333333;0;0;0;0;0;0;0;0;0
0;423936;400615;5;42;1;0;3e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333;0.333333;0;0;0;0;0;0;0;0;0
0;426071;400615;5;13;1;0;3e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333;0;0;0;0.333333;0;0;0;0;0;0;0;0;0
0;428247;400615;5;27;1;0;3e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333;0;0;0;0;0;0.333333;0;0;0;0;0;0;0
0;430246;400615;5;9;1;1;3e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.666667;0;0;0;0;0;0;0;0;0;0
0;432385;400615;5;45;1;0;3e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.666667;0;0;0;0;0;0;0;0;0;0;0;0
0;434718;400615;5;46;1;0;3e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333;0.333333;0;0;0;0;0;0;0;0;0;0;0
0;436927;400615;5;37;1;0;3e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333;0;0.333333;0;0;0;0;0;0;0;0;0
0;439271;400615;5;20;1;0;3e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.666667;0;0;0;0;0;0;0;0;0;0;0;0;0
0;441494;400615;5;39;1;0;3e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333;0;0.333333;0;0;0;0;0;0;0;0;0;0
0;443725;400615;5;51;1;0;3e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333;0.333333;0;0;0;0;0;0;0;0
0;445979;400615;5;38;1;0;3e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.666667;0;0;0;0;0;0;0;0;0;0;0;0;0
0;448005;400615;5;22;1;0;3e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333;0;0.333333;0;0;0;0;0;0;0;0;0;0;0
0;450179;400615;5;15;1;0;3e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.666667;0;0;0;0;0;0;0;0;0;0;0
0;467008;430246;6;20;1;0;2e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0
0;500006;430246;6;14;1;1;1.00001;0.000619994;0;0;0;0;0;0;0;0;0;0;0;0;0;0.191178;0.141069;0.127099;0.103399;0.138199;0.095779;0.0664893;0.0613394;0.0412296;0.0169698;0.0108299;0.00558994;0.000199998;0
0;500007;500006;6;16;0;0;0.49971;0.000540313;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19045;0.141082;0.127334;0.1041;0.13816;0.0960957;0.0664185;0.0618759;0.0405635;0.0166897;0.0112065;0.00526305;0.000200116;0
0;500008;500006;6;18;0;1;0.50031;0.000699566;0;0;0;0;0;0;0;0;0;0;0;0;0;0.191901;0.141053;0.126861;0.102696;0.138234;0.0954608;0.0665587;0.0608023;0.041894;0.0172493;0.0104535;0.00591633;0.000199876;0
0;500009;500008;6;38;1;0;0.02465;0.00040568;0;0;0;0;0;0;0;0;0;0;0;0;0;0.195538;0.202434;0.0738337;0.093712;0.168357;0.0912779;0.053144;0.0580122;0.0373225;0.00973631;0.00973631;0.00608519;0;0
0;500011;500008;6;13;1;0;0.02459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.177308;0.219601;0.0732005;0.107767;0.161854;0.0894673;0.0597804;0.0536804;0.0349736;0.0130134;0.00447336;0.00447336;0;0
0;500013;500008;6;50;1;0;0.02728;0.00256598;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0795455;0.11107;0.173021;0.0714809;0.130132;0.108871;0.0879765;0.0923754;0.0711144;0.0300587;0.0241935;0.0157625;0.00146628;0
0;500015;500008;6;46;1;0;0.02577;0.000776096;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0977881;0.146682;0.199845;0.0861467;0.135429;0.106325;0.0714009;0.0609236;0.0516104;0.0225068;0.0128056;0.00737291;0;0
0;500017;500008;6;22;1;0;0.02328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.44244;0.0253436;0.0549828;0.172251;0.097079;0.0738832;0.060567;0.0390893;0.0227663;0.00730241;0.00171821;0.00214777;0;0
0;500019;500008;6;51;1;0;0.02739;0.00219058;0;0;0;0;0;0;0;0;0;0;0;0;0;0.082877;0.104783;0.169405;0.0766703;0.130705;0.108069;0.0843373;0.0930997;0.0719241;0.0317634;0.0281125;0.0153341;0.000365097;0
0;500021;500008;6;40;1;0;0.02523;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.105034;0.154578;0.211256;0.0915577;0.131589;0.10543;0.0796671;0.0511296;0.045977;0.0182323;0.00277447;0.00237812;0;0
0;500023;500008;6;27;1;0;0.02453;0.000407664;0;0;0;0;0;0;0;0;0;0;0;0;0;0.195271;0.206686;0.0827558;0.0892784;0.165919;0.0953934;0.0517733;0.0505503;0.0338361;0.0142682;0.00856095;0.00489197;0;0
0;500026;500008;6;15;1;1;0.02449;0.00040833;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18334;0.21029;0.0702327;0.115149;0.16374;0.0902409;0.0575745;0.0575745;0.0318497;0.0122499;0.00571662;0.00081666;0.00040833;0
0;500027;500008;6;42;1;0;0.02541;0.000787092;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0991736;0.16096;0.20307;0.090122;0.127509;0.107832;0.0708383;0.0609996;0.0452578;0.0181031;0.00983865;0.0051161;0;0
0;500030;500008;6;33;1;0;0.02464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19237;0.20211;0.0836039;0.088474;0.172078;0.0848214;0.0600649;0.0564123;0.0336851;0.0113636;0.0113636;0.00324675;0;0
0;500032;500008;6;20;1;0;0.02332;0.000428816;0;0;0;0;0;0;0;0;0;0;0;0;0;0.43482;0.0291595;0.0596055;0.169811;0.0973413;0.067753;0.0591767;0.0475986;0.0180103;0.00900515;0.00686106;0;0;0
0;500034;500008;6;34;1;0;0.02472;0.000809062;0;0;0;0;0;0;0;0;0;0;0;0;0;0.191343;0.203074;0.0679612;0.0898058;0.16788;0.0978964;0.059466;0.0582524;0.0355987;0.013754;0.00889968;0.00444984;0.000404531;0
0;500036;500008;6;39;1;0;0.02508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.114035;0.15949;0.219697;0.0805423;0.136364;0.101675;0.0641946;0.0562201;0.0406699;0.0167464;0.00598086;0.00398724;0;0
0;500038;500008;6;37;1;0;0.02499;0.00040016;0;0;0;0;0;0;0;0;0;0;0;0;0;0.180072;0.192477;0.080032;0.0848339;0.167667;0.101641;0.0588235;0.0616246;0.042417;0.0164066;0.00880352;0.00440176;0;0
0;500040;500008;6;44;1;0;0.02555;0.00117417;0;0;0;0;0;0;0;0;0;0;0;0;0;0.107241;0.151076;0.205088;0.0786693;0.13229;0.100587;0.0684932;0.0684932;0.0465753;0.023092;0.00978474;0.00704501;0;0
0;500042;500008;6;19;1;0;0.02323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.446406;0.0301334;0.0563926;0.161429;0.111924;0.0671545;0.0529488;0.0361601;0.019802;0.0103315;0.00602669;0.000430478;0.000430478;0
0;500044;500008;6;49;1;0;0.02724;0.00256975;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0818649;0.116006;0.156388;0.0763583;0.125918;0.126285;0.0840675;0.0906755;0.0693833;0.0315712;0.0216593;0.0168869;0;0
0;500046;500008;6;45;1;0;0.02576;0.000388199;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0974379;0.150233;0.197593;0.0865683;0.129658;0.107919;0.0776398;0.0640528;0.0516304;0.0178571;0.0104814;0.00776398;0.000388199;0
0;500048;500008;6;21;1;0;0.02334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.441302;0.0265638;0.054413;0.169666;0.106684;0.0616967;0.0595544;0.0441302;0.0175664;0.0107112;0.00556984;0.00128535;0.000428449;0
0;500085;500026;6;51;1;0;0.00132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.340909;0.0454545;0.0833333;0.204545;0.0833333;0.0681818;0.0909091;0.030303;0.0151515;0.0151515;0.00757576;0.00757576;0
0;500106;500026;6;49;1;0;0.00132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.348485;0.030303;0.0606061;0.212121;0.106061;0.0681818;0.0833333;0.0681818;0.00757576;0.00757576;0;0;0
0;500132;500026;6;39;1;0;0.0013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.392308;0.0769231;0.115385;0.184615;0.1;0.0307692;0.0615385;0.0153846;0.00769231;0.00769231;0;0;0
0;500176;500026;6;45;1;0;0.0013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.453846;0.0384615;0.107692;0.176923;0.0615385;0.0615385;0.0538462;0.0384615;0;0;0;0;0
0;500215;500026;6;22;1;0;0.00127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.543307;0.00787402;0.0472441;0.141732;0.0944882;0.0314961;0.0629921;0.023622;0.023622;0.00787402;0.00787402;0;0;0
0;500255;500026;6;21;1;0;0.00129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.457364;0.0155039;0.0310078;0.170543;0.0852713;0.0542636;0.0465116;0.0542636;0.0310078;0.0387597;0;0.00775194;0;0
0;500291;500026;6;27;1;0;0.0013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.269231;0.0769231;0.0846154;0.130769;0.153846;0.0769231;0.0692308;0.0846154;0.0230769;0.0153846;0.00769231;0;0;0
0;500335;500026;6;40;1;0;0.00129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.472868;0.0620155;0.0775194;0.170543;0.108527;0.0542636;0.0310078;0.00775194;0.00775194;0;0;0;0
0;500377;500026;6;20;1;0;0.00128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.421875;0.015625;0.046875;0.25;0.101562;0.0546875;0.046875;0.03125;0.0234375;0;0;0;0;0
0;500419;500026;6;42;1;0;0.0013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.376923;0.0307692;0.130769;0.215385;0.0923077;0.0692308;0.0538462;0.0230769;0;0;0;0;0
0;500457;500026;6;38;1;0;0.0013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.269231;0.0769231;0.161538;0.0615385;0.130769;0.130769;0.0538462;0.0615385;0.0384615;0.00769231;0;0;0;0
0;500495;500026;6;33;1;0;0.00129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.286822;0.0852713;0.139535;0.100775;0.108527;0.147287;0.0387597;0.0542636;0.0310078;0;0;0;0;0
0;500538;500026;6;50;1;0;0.00132;0.00757576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.287879;0.0227273;0.030303;0.234848;0.121212;0.0757576;0.0984849;0.0454545;0.0454545;0.0227273;0;0;0
0;500579;500026;6;44;1;0;0.00131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.366412;0.0229008;0.0839695;0.259542;0.0610687;0.0916031;0.0610687;0.0458015;0;0;0;0;0
0;500621;500026;6;46;1;0;0.00131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.374046;0.0229008;0.0763359;0.21374;0.0839695;0.0763359;0.0763359;0.0534351;0.0152672;0;0;0;0
0;500660;500026;6;34;1;1;1.00129;0.000249678;0;0;0;0;0;0;0;0;0;0;0;0;0;0.330743;0.0788483;0.125698;0.1083;0.109449;0.103407;0.0505048;0.0472191;0.0262461;0.0113753;0.00540303;0.00250677;3.99485e-05;0
0;500701;500026;6;13;1;0;0.00129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.294574;0.0542636;0.147287;0.124031;0.155039;0.124031;0.0465116;0.00775194;0.0310078;0;0.00775194;0;0;0
0;500743;500026;6;19;1;0;0.00128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.453125;0.0078125;0.03125;0.226562;0.117188;0.046875;0.0390625;0.0390625;0.015625;0.0078125;0.0078125;0;0;0
0;500778;500026;6;37;1;0;0.0013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.253846;0.0846154;0.153846;0.0615385;0.146154;0.1;0.0461538;0.0538462;0.0384615;0.0307692;0.0230769;0;0;0
0;501386;500660;7;16;0;1;0.63064;0.000301281;0;0;0;0;0;0;0;0;0;0;0;0;0;0.506977;0.0353292;0.0662819;0.107573;0.0868959;0.0773976;0.0437492;0.0386116;0.019393;0.0110047;0.00417037;0.00229925;0;0
0;502213;500660;7;7;0;0;0.37065;0.000161878;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0308917;0.152894;0.226764;0.109537;0.147821;0.14766;0.0619992;0.0618643;0.0379064;0.0120059;0.00750034;0.00285984;0.000107919;0
0;502610;501386;7;50;1;0;0.03716;0.000538213;0;0;0;0;0;0;0;0;0;0;0;0;0;0.446986;0.0212594;0.0662002;0.0974166;0.0912271;0.0947255;0.0613563;0.0570506;0.0258342;0.020183;0.00968784;0.00726588;0;0
0;504410;501386;7;33;1;0;0.03482;0.000287191;0;0;0;0;0;0;0;0;0;0;0;0;0;0.50718;0.0551407;0.0350373;0.112292;0.105686;0.0740953;0.0491097;0.0295807;0.0212522;0.0066054;0.00258472;0.000861574;0;0
0;506061;501386;7;19;1;0;0.03344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.614533;0;0.0373804;0.137261;0.0792464;0.0538278;0.0367823;0.0242225;0.00867225;0.00717703;0.000299043;0.000299043;0;0
0;507537;501386;7;21;1;0;0.03344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.625897;0;0.0287081;0.128589;0.0798445;0.0613038;0.0325957;0.0236244;0.0107656;0.00657895;0.00119617;0.000598086;0;0
0;509167;501386;7;37;1;0;0.03464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.520208;0.0597575;0.0314665;0.104503;0.105081;0.0736143;0.044746;0.0323326;0.0181871;0.0051963;0.00433025;0.000288684;0;0
0;510651;501386;7;27;1;0;0.03511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.495585;0.0592424;0.0344631;0.114497;0.0982626;0.0825976;0.0458559;0.0324694;0.026773;0.00455711;0.00427229;0.00113928;0;0
0;512250;501386;7;38;1;0;0.03499;0.000285796;0;0;0;0;0;0;0;0;0;0;0;0;0;0.496142;0.0583024;0.040583;0.108602;0.101172;0.0823092;0.0445842;0.0365819;0.0217205;0.00485853;0.00428694;0.000285796;0;0
0;513798;501386;7;45;1;0;0.03447;0.000290107;0;0;0;0;0;0;0;0;0;0;0;0;0;0.524804;0.0290107;0.0942849;0.100377;0.0745576;0.078329;0.0342327;0.0348129;0.0121845;0.0118944;0.00290107;0.00203075;0;0
0;515210;501386;7;49;1;0;0.03668;0.00136314;0;0;0;0;0;0;0;0;0;0;0;0;0;0.464286;0.0209924;0.0670665;0.0962377;0.0891494;0.0866957;0.0507088;0.0577972;0.0305344;0.0218103;0.00736096;0.00572519;0;0
0;516665;501386;7;44;1;0;0.03466;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.530583;0.0276976;0.0833814;0.102135;0.0738604;0.0755915;0.0363531;0.0357761;0.016734;0.00923254;0.00432776;0.00403924;0;0
0;518170;501386;7;13;1;0;0.04062;0.000984737;0;0;0;0;0;0;0;0;0;0;0;0;0;0.137125;0.145249;0.16519;0.0809946;0.113983;0.118907;0.0755785;0.0706548;0.0452979;0.0288035;0.0113245;0.00566224;0;0
0;519688;501386;7;40;1;0;0.03407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.543293;0.0284708;0.0915762;0.098327;0.0780746;0.0751394;0.0316994;0.0296448;0.0126211;0.00792486;0.00234811;0.000587027;0;0
0;521137;501386;7;20;1;1;0.03351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.62071;0;0.0319308;0.131304;0.0740078;0.0590868;0.0373023;0.0274545;0.0110415;0.00596837;0.000596837;0.000298418;0;0
0;522513;501386;7;51;1;0;0.03709;0.000808843;0;0;0;0;0;0;0;0;0;0;0;0;0;0.451065;0.0204907;0.0676732;0.0959827;0.0900512;0.0862766;0.0595848;0.0628202;0.029388;0.0215692;0.00943651;0.00458345;0;0
0;523999;501386;7;39;1;0;0.03371;0.000296648;0;0;0;0;0;0;0;0;0;0;0;0;0;0.559478;0.0317413;0.0869178;0.0987837;0.0708988;0.0706022;0.0350044;0.0299614;0.00830614;0.00533966;0.000593296;0.00177989;0;0
0;525523;501386;7;22;1;0;0.03336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.626499;0;0.0326739;0.129796;0.0785372;0.0548561;0.0347722;0.0263789;0.00959233;0.0059952;0.00059952;0;0;0
0;527179;501386;7;42;1;0;0.03422;0.000292227;0;0;0;0;0;0;0;0;0;0;0;0;0;0.534483;0.0303916;0.0902981;0.105202;0.0727645;0.0739334;0.0333139;0.0324372;0.0146113;0.00818235;0.00175336;0.00204559;0;0
0;528571;501386;7;46;1;0;0.03481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.51738;0.0261419;0.0881931;0.103131;0.0795748;0.0781385;0.033611;0.0393565;0.0172364;0.0103419;0.00430911;0.00229819;0;0
0;544257;521137;7;39;1;0;0.00257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.649805;0;0.0272374;0.155642;0.0661479;0.0466926;0.0311284;0.0116732;0.00389105;0.00389105;0;0;0;0
0;567769;521137;7;50;1;0;0.00261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.59387;0;0.0344828;0.0689655;0.0996169;0.0881226;0.0383142;0.0383142;0.0153257;0.0191571;0;0;0;0
0;600007;521137;7;33;1;0;0.0026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.580769;0;0.0230769;0.138462;0.0923077;0.0538462;0.0538462;0.0346154;0.0153846;0.00384615;0;0;0;0
0;600042;521137;7;27;1;1;0.0026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.580769;0;0.0153846;0.153846;0.1;0.05;0.0423077;0.0153846;0.0346154;0;0.00384615;0;0;0
0;600065;521137;7;49;1;0;0.00261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.578544;0;0.045977;0.111111;0.0766283;0.0574713;0.0498084;0.0421456;0.0114943;0.0191571;0.00383142;0;0;0
0;600100;521137;7;46;1;0;0.00257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.673152;0;0.0505837;0.0856031;0.0583658;0.0661479;0.0389105;0.0194553;0.00389105;0;0;0;0;0
